Temp,Humidity,dB,Hz,Hive
16.02,54.82,39.14,159.45,Treatment 2
14.86,55.54,39.14,145.6,Treatment 2
14.24,56.54,39.13,182.13,Treatment 2
12.76,56.6,39.14,152.08,Treatment 2
12.79,57.79,39.13,149.82,Treatment 2
14.14,58.59,39.14,169.51,Treatment 2
14.16,59.29,39.12,172.18,Treatment 2
14.13,60.31,39.12,154.19,Treatment 2
14.53,61.07,39.13,163.78,Treatment 2
14.83,61.27,39.14,152.04,Treatment 2
14.91,61.69,39.12,170.65,Treatment 2
14.9,60.45,39.14,180.67,Treatment 2
15.5,61.39,39.12,138.26,Treatment 2
16.46,59.69,39.09,156.7,Treatment 2
16.36,56.62,39.14,141.78,Treatment 2
24.74,27.06,38.81,144.65,Treatment 2
25.6,23.15,38.78,148.21,Treatment 2
27.25,21.31,38.92,150.29,Treatment 2
26.63,21.11,38.92,154.05,Treatment 2
26.46,21.09,38.92,158.4,Treatment 2
20.89,28.71,38.92,164.71,Treatment 2
16.83,34.32,38.94,155.84,Treatment 2
13.69,45.4,38.92,153.88,Treatment 2
12.33,51.18,38.92,140.93,Treatment 2
10.84,54.27,38.96,166.41,Treatment 2
9.91,51.34,39.11,150.39,Treatment 2
7.49,56.87,39.37,160.16,Treatment 2
5.25,69.71,39.37,131.07,Treatment 2
NA,74.58,39.31,148.44,Treatment 2
NA,75.74,39.33,169.14,Treatment 2
NA,74.89,39.34,161.38,Treatment 2
NA,77.56,39.38,150.95,Treatment 2
NA,79.52,39.43,170.25,Treatment 2
NA,77.58,39.39,149.55,Treatment 2
NA,77.02,38.96,154.48,Treatment 2
NA,78.02,38.73,159.48,Treatment 2
NA,82.47,38.71,147.53,Treatment 2
7.92,71.71,39.53,132.81,Treatment 2
14.85,38.85,39.54,125,Treatment 2
23.7,NA,39.55,121.1,Treatment 2
21.29,39.35,39.47,145.51,Treatment 2
21.38,38.04,39.3,159.23,Treatment 2
20.68,33.59,39.29,146.18,Treatment 2
19.77,36.37,39.36,151.11,Treatment 2
,,,,Treatment 2
,,,,Treatment 2
,,,,Treatment 2
,,,,Treatment 2
,,,,Treatment 2
10.42,55.58,39.35,175,Treatment 2
11.55,57.33,39.36,167.24,Treatment 2
11.57,57.5,39.35,154.18,Treatment 2
11.6,57.89,39.36,138.51,Treatment 2
11.8,58.31,39.31,134.94,Treatment 2
11.24,58.77,39.2,149.41,Treatment 2
11.16,52.32,39.2,185.35,Treatment 2
10.63,52.13,39.2,197.27,Treatment 2
9.59,53.17,39.2,164.6,Treatment 2
9.4,52.92,39.2,170.76,Treatment 2
9.22,54.12,39.21,163.13,Treatment 2
9.27,54.81,39.2,160.36,Treatment 2
9.72,54.58,39.2,149.77,Treatment 2
9.82,55.08,39.25,155.35,Treatment 2
10.2,55.67,39.36,170.38,Treatment 2
10.7,54.92,39.39,154.9,Treatment 2
10.35,55.21,39.4,146.24,Treatment 2
9.51,57.42,39.41,147.88,Treatment 2
9.2,59.34,39.44,143.64,Treatment 2
10.09,57.76,39.55,129.88,Treatment 2
10.55,58.52,39.55,152.34,Treatment 2
10.71,59.39,39.55,130.86,Treatment 2
10.46,59.81,39.48,144.53,Treatment 2
9.79,56.85,39.53,128.91,Treatment 2
8.61,60.04,39.52,123.44,Treatment 2
8.11,61.87,39.32,171.58,Treatment 2
7.29,61.6,39.24,166.57,Treatment 2
6.79,64.1,39.26,164.84,Treatment 2
6.89,67.62,39.29,190.96,Treatment 2
6.65,66.42,39.25,163.13,Treatment 2
6,63.66,39.2,144.53,Treatment 2
5.33,63.68,39.22,152.46,Treatment 2
NA,63.02,39.2,165.46,Treatment 2
NA,61.29,39.12,150.62,Treatment 2
NA,62.15,39.07,164.19,Treatment 2
NA,60.68,39.02,148.76,Treatment 2
5.05,58.87,38.96,125.98,Treatment 2
24.29,69.34,38.66,126.96,Treatment 3
24.09,69.87,38.7,127.21,Treatment 3
23.78,70.43,38.68,127.25,Treatment 3
23.49,70.46,38.63,137.65,Treatment 3
23.2,70.74,38.63,129.67,Treatment 3
22.48,72.27,38.64,119.94,Treatment 3
21.51,73.79,38.64,127.61,Treatment 3
20.91,73.97,38.65,125.69,Treatment 3
20.66,73.85,38.64,123.35,Treatment 3
20.38,73.33,38.65,122.74,Treatment 3
20.28,72.45,38.65,120.82,Treatment 3
20.28,72.09,38.66,137.57,Treatment 3
20.42,73.54,38.64,144.04,Treatment 3
21.04,73.9,38.66,129.88,Treatment 3
20.35,74.2,38.73,147.97,Treatment 3
20.73,75.93,38.69,132.53,Treatment 3
23.16,77.76,38.69,123.05,Treatment 3
25.97,76.86,38.67,127.37,Treatment 3
29.95,69.84,38.67,131.72,Treatment 3
32.26,62.43,38.71,134.21,Treatment 3
34.31,58.67,38.71,127,Treatment 3
35.96,55.67,38.76,138.8,Treatment 3
36.65,51.98,38.72,140.1,Treatment 3
36.33,47.91,38.68,123.14,Treatment 3
35.29,49.94,38.69,124.53,Treatment 3
34.01,52.33,38.7,125.85,Treatment 3
32.07,56.03,38.74,126.95,Treatment 3
29.61,62.29,38.64,125.63,Treatment 3
28.17,67.81,38.7,126.69,Treatment 3
27.31,67.79,38.7,126.24,Treatment 3
26.42,69.1,38.66,130.29,Treatment 3
25.81,72.66,38.66,123.78,Treatment 3
25.46,75.01,38.63,133.99,Treatment 3
25.18,76.15,38.65,137.54,Treatment 3
24.95,76.44,38.67,132.53,Treatment 3
24.6,77.07,38.74,169.38,Treatment 3
24.17,78.16,38.65,141.89,Treatment 3
23.8,79.29,38.74,164.46,Treatment 3
23.27,80.02,38.76,145.14,Treatment 3
23.91,78.5,38.74,148.61,Treatment 3
25.66,77.76,38.7,127.19,Treatment 3
28.11,74.76,38.7,129.25,Treatment 3
30.63,67.63,38.75,132.69,Treatment 3
32.47,64.3,38.7,129.28,Treatment 3
35.04,58.42,38.71,129.58,Treatment 3
35.72,55.31,38.74,138.38,Treatment 3
36.36,53.13,38.73,133.72,Treatment 3
35.77,53.17,38.73,136.59,Treatment 3
35.35,52.02,38.76,121.09,Treatment 3
33.87,53.22,38.71,125.65,Treatment 3
32.01,55.93,39.09,294.81,Treatment 3
30.39,57.8,38.7,123.93,Treatment 3
29.54,59.74,38.65,121.45,Treatment 3
28.23,67.05,38.72,123.39,Treatment 3
26.02,76.28,38.68,124.4,Treatment 3
25.83,77.84,38.67,124.7,Treatment 3
25.82,78.94,38.78,127.37,Treatment 3
25.39,80.67,38.69,132.46,Treatment 3
25.23,81.69,38.68,138.18,Treatment 3
25,82.38,38.67,156.25,Treatment 3
24.51,82.98,38.67,145.98,Treatment 3
24.11,83.49,38.78,157.61,Treatment 3
23.51,84.08,38.71,149.28,Treatment 3
23.61,84.8,38.69,126.56,Treatment 3
24.96,84.43,38.7,126.59,Treatment 3
26.75,81.27,38.74,159.18,Treatment 3
30.01,74.03,38.72,148.18,Treatment 3
32.08,66.22,38.75,143.06,Treatment 3
32.69,64.42,38.75,143.1,Treatment 3
34.87,59.22,38.79,143.5,Treatment 3
32.83,60.24,38.73,142.33,Treatment 3
32.29,62.68,38.8,129.36,Treatment 3
32.34,61.81,38.85,135.1,Treatment 3
29.33,65.89,38.71,135.97,Treatment 3
28.77,66.38,38.82,133.16,Treatment 3
27.8,69.8,38.73,137.74,Treatment 3
27.15,72.27,38.68,127.6,Treatment 3
26.77,74.62,38.7,130.43,Treatment 3
26.44,76.77,38.65,129.01,Treatment 3
25.7,78.14,38.72,125.14,Treatment 3
25.18,79.89,38.72,130.17,Treatment 3
25.16,79.64,38.67,130.31,Treatment 3
25.89,78.44,38.68,137.6,Treatment 3
25.53,77.54,38.67,127.66,Treatment 3
24.73,78.51,38.85,121.09,Treatment 3
24.19,79.02,38.87,122.68,Treatment 3
24.01,78.69,38.72,124.8,Treatment 3
24.32,77.62,38.85,127.47,Treatment 3
26.5,78.24,38.76,132.69,Treatment 3
29,74.5,38.76,136.99,Treatment 3
30.5,70.66,38.78,125.09,Treatment 3
32.09,66.47,38.78,130.21,Treatment 3
30.29,67.66,38.71,131.69,Treatment 3
30.11,70.71,38.71,130.58,Treatment 3
29.97,65.23,38.69,127.1,Treatment 3
29.48,65.49,38.7,125.85,Treatment 3
29.43,63.43,38.64,135.78,Treatment 3
28.35,63.04,38.62,130.75,Treatment 3
26.83,63.4,38.58,126.38,Treatment 3
25.23,64.84,38.59,134.77,Treatment 3
24.02,65.12,38.56,125.65,Treatment 3
22.29,66.39,38.61,130.21,Treatment 3
21.18,68.61,38.59,129.03,Treatment 3
21.12,72.05,38.57,126.13,Treatment 3
20.42,70.8,38.56,127.84,Treatment 3
19.77,69.46,38.59,127.53,Treatment 3
19.58,70.68,38.61,125.98,Treatment 3
19.91,72.19,38.6,123.88,Treatment 3
20.28,72.61,38.63,138.45,Treatment 3
20.01,72.84,38.65,127.34,Treatment 3
19.26,73.52,38.6,126.17,Treatment 3
19.31,76,38.64,129.46,Treatment 3
20.92,77.6,38.63,124.89,Treatment 3
22.28,77.82,38.66,125.46,Treatment 3
24.91,76.82,38.66,124.26,Treatment 3
27.51,74.07,38.67,134.95,Treatment 3
30.5,65.49,38.66,126.65,Treatment 3
31.09,59.33,38.64,135.5,Treatment 3
31.19,60.7,38.65,131.46,Treatment 3
29.65,60.13,38.66,131.66,Treatment 3
27.85,59.79,38.63,138.45,Treatment 3
26.27,61.69,38.61,129,Treatment 3
24.39,61.34,38.6,135.24,Treatment 3
22.32,61.61,38.59,123.37,Treatment 3
20.7,62.32,38.66,128.91,Treatment 3
20.17,63.58,38.6,128.26,Treatment 3
19.86,64.37,38.57,123.22,Treatment 3
19.4,65.81,38.65,132.99,Treatment 3
18.86,66.16,38.58,127.67,Treatment 3
18.56,68.39,38.59,134.32,Treatment 3
18.47,69.89,38.56,128.91,Treatment 3
18.14,71.5,38.6,130.04,Treatment 3
17.61,73.79,38.61,129.88,Treatment 3
17.33,75.92,38.62,121.09,Treatment 3
17.24,76.92,38.63,131.25,Treatment 3
17.12,77.35,38.64,130.11,Treatment 3
19.34,80.82,38.65,126.83,Treatment 3
22.48,81.27,38.66,125.59,Treatment 3
26.61,76.43,38.7,125.22,Treatment 3
29.52,69.51,38.69,130.18,Treatment 3
31.31,61.5,38.68,129.19,Treatment 3
31.95,57.36,38.65,129.79,Treatment 3
32.09,54.58,38.67,131.06,Treatment 3
31.26,52.41,38.65,133.04,Treatment 3
30.37,50.51,38.66,133.33,Treatment 3
28.83,51.77,38.59,128.56,Treatment 3
26.4,55.83,38.59,130.86,Treatment 3
22.99,56.74,38.58,126.49,Treatment 3
20.89,58.22,38.65,127.68,Treatment 3
20.71,59.88,38.58,128.56,Treatment 3
21.73,62.15,38.6,123.96,Treatment 3
22.34,62.94,38.58,125.92,Treatment 3
22.39,62.63,38.57,127.79,Treatment 3
21.27,62.88,38.58,129.53,Treatment 3
20.81,63.09,38.56,134.77,Treatment 3
20.36,63.06,38.56,131.45,Treatment 3
19.7,65.15,38.58,132.81,Treatment 3
19.9,66.22,38.63,132.37,Treatment 3
19.78,66.54,38.64,143.05,Treatment 3
20.43,68.25,38.68,147.15,Treatment 3
21.37,69.57,38.67,144.03,Treatment 3
21.38,70.51,38.6,136.28,Treatment 3
21.33,72.71,38.59,132.89,Treatment 3
21.83,72.48,38.59,135.56,Treatment 3
22.16,72.62,38.61,137.14,Treatment 3
22.39,72.94,38.61,134.72,Treatment 3
22.17,73,38.63,141.3,Treatment 3
21.73,72.76,38.73,150.78,Treatment 3
21.34,73.16,38.82,155.61,Treatment 3
21.02,73.43,38.8,172.48,Treatment 3
20.54,73.21,38.92,184.07,Treatment 3
20.01,73.41,38.84,176.11,Treatment 3
19.72,75.06,38.82,169.08,Treatment 3
19.68,75.36,38.84,173.23,Treatment 3
19.78,76.23,38.8,160.74,Treatment 3
19.73,76.83,38.66,160.73,Treatment 3
19.58,77.68,38.85,181.05,Treatment 3
19.38,78.3,38.61,157.2,Treatment 3
19.2,79.38,38.58,132.06,Treatment 3
19.33,79.64,38.55,132.81,Treatment 3
19.41,79.91,38.57,134.77,Treatment 3
19.44,80.4,38.6,130.47,Treatment 3
19.57,80.63,38.67,140.69,Treatment 3
19.82,81.65,38.7,150.81,Treatment 3
20.34,82.26,38.75,171.98,Treatment 3
20.79,81.51,38.71,180.04,Treatment 3
19.95,83.65,38.62,126.74,Treatment 3
19.93,84.74,38.65,250.11,Treatment 3
20.09,85.81,38.59,129.82,Treatment 3
22.05,84.46,38.61,127.26,Treatment 3
22.75,81.96,38.95,287,Treatment 3
23.31,83.7,38.57,127.98,Treatment 3
25.62,81.61,38.57,134.68,Treatment 3
22.98,80.81,38.55,125.46,Treatment 3
21.31,80.84,38.56,137.32,Treatment 3
20.58,80.5,38.66,128.65,Treatment 3
19.92,80.7,38.58,129.56,Treatment 3
19.55,79.55,38.53,130.62,Treatment 3
18.38,80.02,38.55,125.22,Treatment 3
18.64,80.44,38.56,131.99,Treatment 3
19.05,81.08,38.58,124.25,Treatment 3
19.2,82.02,38.57,123.41,Treatment 3
19.18,81.43,38.58,140.81,Treatment 3
19.42,82,38.56,133.3,Treatment 3
19.51,83.22,38.62,123.37,Treatment 3
19.25,84.12,38.65,140.36,Treatment 3
18.93,84.94,38.68,142.63,Treatment 3
19.06,85.76,38.72,171.95,Treatment 3
19.22,85.98,38.71,125,Treatment 3
19.29,85.98,38.75,126.17,Treatment 3
19.58,86.89,38.71,145.83,Treatment 3
20.31,86.21,38.71,124.4,Treatment 3
21.92,80.76,38.71,123.7,Treatment 3
23.69,76.64,38.7,124.22,Treatment 3
22.71,82.22,38.73,136.72,Treatment 3
23,78.21,38.74,134.12,Treatment 3
23.31,75.56,38.73,127.28,Treatment 3
23.61,74.88,38.77,128.2,Treatment 3
23.76,72.7,38.76,130.51,Treatment 3
24.52,66.23,38.71,124.51,Treatment 3
25.4,63.53,38.78,138.8,Treatment 3
25.86,61.42,38.69,125.87,Treatment 3
24.54,63.49,38.7,134.77,Treatment 3
23.71,62.84,38.66,129.46,Treatment 3
22.51,66.78,38.64,130.47,Treatment 3
19.92,66.9,38.67,134.23,Treatment 3
17.12,68.34,38.66,131.46,Treatment 3
16.4,73.92,38.64,133.59,Treatment 3
16.75,76.78,38.64,125.98,Treatment 3
16.78,78.03,38.63,128.91,Treatment 3
15.69,77.45,38.67,128.13,Treatment 3
15.24,80.82,38.64,134.91,Treatment 3
15.13,81.79,38.66,123.37,Treatment 3
15.1,82.35,38.66,116.97,Treatment 3
14.91,82.7,38.68,125.93,Treatment 3
15.45,83.1,38.68,129.88,Treatment 3
14.73,82.36,38.72,143.83,Treatment 3
14.27,82.86,38.71,140.72,Treatment 3
15.2,84.21,38.71,126.52,Treatment 3
16.62,84.6,38.73,127.93,Treatment 3
18.68,85.98,38.74,128.91,Treatment 3
21.16,84.55,38.75,117.19,Treatment 3
,,,,Treatment 3
,,,,Treatment 3
,,,,Treatment 3
,,,,Treatment 3
,,,,Treatment 3
,,,,Treatment 3
,,,,Treatment 3
,,,,Treatment 3
,,,,Treatment 3
,,,,Treatment 3
15.77,74.04,38.66,130.64,Treatment 3
15.51,75.52,38.66,142,Treatment 3
15.45,76.93,38.63,132.81,Treatment 3
15.25,78.32,38.68,125.87,Treatment 3
15.85,80.22,38.68,135.65,Treatment 3
16.61,81.98,38.68,130.86,Treatment 3
16.7,82.3,38.72,121.53,Treatment 3
16.65,81.83,38.69,143.97,Treatment 3
16.35,81.55,38.68,129.88,Treatment 3
15.88,81.48,38.7,121.09,Treatment 3
15.93,81.72,38.68,122.56,Treatment 3
16.64,81.11,38.73,122.4,Treatment 3
19.23,79.38,38.73,131.64,Treatment 3
22.12,76.24,38.75,122.77,Treatment 3
24.73,74.01,38.76,122.74,Treatment 3
27.06,70.51,38.75,125.44,Treatment 3
28.27,65.65,38.73,122.4,Treatment 3
29.12,60.95,38.73,133.46,Treatment 3
28.49,57.71,38.69,125.87,Treatment 3
27.2,56.99,38.72,122.34,Treatment 3
25.69,57.8,38.68,122.27,Treatment 3
23.19,61.34,38.69,123.05,Treatment 3
20.98,64.16,38.73,117.84,Treatment 3
20.07,65.74,38.68,118.16,Treatment 3
19.38,67.6,38.68,131.75,Treatment 3
19.03,67.93,38.64,138.95,Treatment 3
17.92,70.48,38.65,129.23,Treatment 3
17.45,73.99,38.69,132.81,Treatment 3
17.29,75.83,38.65,117.19,Treatment 3
,,,,Treatment 3
,,,,Treatment 3
,,,,Treatment 3
,,,,Treatment 3
,,,,Treatment 3
22.44,76.66,38.65,132.81,Treatment 3
22.79,73.9,38.67,124.57,Treatment 3
23.14,73.36,38.69,124.51,Treatment 3
23.57,73.32,38.7,126.3,Treatment 3
24.07,70.22,38.74,132.32,Treatment 3
25.63,65.29,38.72,127.23,Treatment 3
26.52,59.06,38.68,125.98,Treatment 3
26.63,57.68,38.71,118.9,Treatment 3
26.37,55.31,38.69,131.56,Treatment 3
25.12,57.8,38.68,126.34,Treatment 3
23.15,63.25,38.68,131.7,Treatment 3
19.19,65.55,38.66,132.46,Treatment 3
16.17,75.64,38.67,135.85,Treatment 3
15.6,83.37,38.65,139.58,Treatment 3
15.48,84.55,38.65,135.8,Treatment 3
15.7,84.24,38.68,132.57,Treatment 3
15.32,83.63,38.65,136.07,Treatment 3
15.27,81.55,38.66,140.42,Treatment 3
14.55,80.3,38.67,139.25,Treatment 3
14.44,80.91,38.7,129.96,Treatment 3
14.02,80.73,38.72,128.73,Treatment 3
14.42,81.19,38.69,126.44,Treatment 3
14.75,81.14,38.74,132.45,Treatment 3
14.61,80.78,38.69,120.38,Treatment 3
15.04,81.83,38.7,126.74,Treatment 3
16.07,80.96,38.72,125.98,Treatment 3
17.13,80.05,38.71,120.54,Treatment 3
18.1,76.97,38.7,118.16,Treatment 3
19.53,70.73,38.71,127.28,Treatment 3
20.66,72.89,38.75,131.25,Treatment 3
19.78,75.25,38.69,127.34,Treatment 3
20.34,72.55,38.7,125.84,Treatment 3
21.24,68.27,38.69,132.03,Treatment 3
21.55,65.77,38.65,133.19,Treatment 3
19.44,67.06,38.64,140.01,Treatment 3
16.29,77.66,38.68,123.28,Treatment 3
13.87,81.65,38.66,129.84,Treatment 3
12.82,82.04,38.7,139.54,Treatment 3
12.17,81.86,38.63,130.11,Treatment 3
11.78,81.69,38.66,133.25,Treatment 3
11.33,81.24,38.66,137.13,Treatment 3
11.03,81,38.64,125.71,Treatment 3
10.84,80.68,38.64,131.89,Treatment 3
10.7,80.71,38.65,129.32,Treatment 3
10.62,80.77,38.68,147.55,Treatment 3
10.48,80.58,38.67,126.1,Treatment 3
10.16,80.15,38.69,131.76,Treatment 3
9.77,79.78,38.66,138.39,Treatment 3
9.78,80.22,38.66,130.21,Treatment 3
10.98,82.56,38.72,141.06,Treatment 3
13.9,86.98,38.71,130.64,Treatment 3
17.78,85.48,38.71,133.54,Treatment 3
20.24,79.62,38.74,127.54,Treatment 3
21.03,73.72,38.74,141.65,Treatment 3
22.43,69.93,38.67,151.56,Treatment 3
23.37,71.97,38.65,135.32,Treatment 3
23.93,71.59,38.66,145.24,Treatment 3
22.5,70.35,38.67,133.65,Treatment 3
20.71,76.45,38.65,126.95,Treatment 3
16.81,78.65,38.63,140.82,Treatment 3
13.75,82.5,38.68,137.73,Treatment 3
12.66,85.63,38.68,132.06,Treatment 3
12.21,85.94,38.63,137.7,Treatment 3
11.74,85.73,38.6,140.05,Treatment 3
11.4,83.93,38.62,138.75,Treatment 3
11.11,83.37,38.62,133.97,Treatment 3
10.92,82.69,38.63,136.15,Treatment 3
11.2,82.79,38.6,130.21,Treatment 3
11.17,82.38,38.65,128.19,Treatment 3
10.96,82.07,38.64,135.96,Treatment 3
10.9,81.93,38.64,135.74,Treatment 3
10.7,81.49,38.67,132.63,Treatment 3
10.81,82.37,38.68,128.55,Treatment 3
12.47,85.82,38.67,130.86,Treatment 3
15.69,87.68,38.63,129.3,Treatment 3
19.68,83.87,38.72,132.65,Treatment 3
22.83,80.45,38.69,133.79,Treatment 3
25.11,77.91,38.7,129.2,Treatment 3
26.48,72.96,38.72,124.25,Treatment 3
27.32,71.15,38.68,126.22,Treatment 3
27.29,69.39,38.68,128.91,Treatment 3
26.79,66.81,38.66,131.47,Treatment 3
25.19,66.97,38.66,132.3,Treatment 3
21.65,70.12,38.62,124.27,Treatment 3
18.78,72.84,38.6,129.95,Treatment 3
17.19,76.79,38.55,128.12,Treatment 3
16.72,76.13,38.61,135.7,Treatment 3
15.94,78.93,38.57,129.71,Treatment 3
16.08,78.51,38.59,136.48,Treatment 3
15.22,80.02,38.58,130.86,Treatment 3
15.14,81.66,38.56,139.58,Treatment 3
16.48,84.89,38.57,134.94,Treatment 3
17.46,84.46,38.6,129.62,Treatment 3
17.78,82.88,38.64,137.5,Treatment 3
17.37,82.57,38.61,125.87,Treatment 3
18.09,83.05,38.62,131.84,Treatment 3
18.65,83.11,38.6,146.88,Treatment 3
19.12,81.7,38.63,131.95,Treatment 3
19.42,79.67,38.63,135.81,Treatment 3
20.76,79.95,38.69,121.48,Treatment 3
21.79,78.96,38.65,121.1,Treatment 3
23.57,77.3,38.74,141.36,Treatment 3
23.97,76.25,38.74,151.69,Treatment 3
23.98,76.93,38.61,121.09,Treatment 3
23.35,77.33,38.67,123.05,Treatment 3
22.34,80.09,38.65,127.93,Treatment 3
22.03,80.33,38.66,124.1,Treatment 3
21.75,80.14,38.65,123.48,Treatment 3
21.26,80.89,38.61,144.14,Treatment 3
21.04,82.77,38.62,134.98,Treatment 3
21.13,82.08,38.72,144.53,Treatment 3
21.28,82.65,38.7,122.79,Treatment 3
21.16,83.74,38.71,128.91,Treatment 3
20.88,86.49,38.67,129.88,Treatment 3
20.97,86.75,38.69,131.98,Treatment 3
21.28,85.82,38.67,129.26,Treatment 3
21.41,85.38,38.71,130.86,Treatment 3
21.5,84.95,38.69,133.79,Treatment 3
21.53,85.17,38.65,125,Treatment 3
21.54,85.77,38.64,137.37,Treatment 3
21.43,86.5,38.62,124.22,Treatment 3
22.24,86.61,38.61,133.5,Treatment 3
23.1,84.45,38.64,125.28,Treatment 3
23.36,84.46,38.74,140.29,Treatment 3
24.62,82.14,38.74,125.89,Treatment 3
25.6,80.73,38.69,135.31,Treatment 3
27.12,76.81,38.92,266.22,Treatment 3
25.35,76.33,39.24,250.38,Treatment 3
21.21,77.86,38.82,156.63,Treatment 3
20.97,78.26,38.77,158.94,Treatment 3
20.81,78.4,38.89,167.67,Treatment 3
20.74,78.61,38.72,157.8,Treatment 3
20.2,77.6,38.76,166.23,Treatment 3
19.09,76.15,38.6,142.05,Treatment 3
18.32,80.31,38.61,130.72,Treatment 3
18.64,83.06,38.68,149.83,Treatment 3
18.8,83.5,38.78,162.42,Treatment 3
18.9,84.42,38.78,161.92,Treatment 3
18.91,84.78,38.67,142.84,Treatment 3
18.54,85.78,38.67,133.2,Treatment 3
18.35,85.39,38.7,133.37,Treatment 3
17.59,84.33,38.69,137.19,Treatment 3
16.67,84.77,38.71,136.39,Treatment 3
16.12,84.61,38.72,131.03,Treatment 3
15.82,83.69,38.7,129.37,Treatment 3
15.46,82.6,38.72,135.99,Treatment 3
15.7,78.69,38.72,136.81,Treatment 3
15.13,80.66,38.68,136.29,Treatment 3
15.43,82.4,38.71,132.65,Treatment 3
16.3,79.06,38.69,132.09,Treatment 3
16.91,72.73,38.69,131.51,Treatment 3
16.79,71.8,38.7,128.46,Treatment 3
16.76,73.89,38.69,130.86,Treatment 3
16.89,75.23,38.62,137.01,Treatment 3
16.87,76.67,38.59,137.21,Treatment 3
16.58,79.45,38.6,123.35,Treatment 3
15.77,75.48,38.58,136.72,Treatment 3
15.39,78.18,38.57,129.64,Treatment 3
15.11,78.74,38.57,119.67,Treatment 3
14.36,76.03,38.59,135.42,Treatment 3
12.6,78.01,38.56,126.3,Treatment 3
11.13,78.93,38.62,130.59,Treatment 3
10.28,78.82,38.63,133.05,Treatment 3
9.79,78.92,38.61,132.59,Treatment 3
9.2,78.32,38.63,129.88,Treatment 3
8.71,78.48,38.58,130.47,Treatment 3
8.49,78.84,38.6,127.08,Treatment 3
8.37,79.3,38.62,128.21,Treatment 3
8.27,79.76,38.64,139.43,Treatment 3
8.95,80.25,38.64,123.62,Treatment 3
11.57,81.63,38.72,147.62,Treatment 3
14.79,84.28,38.71,129.44,Treatment 3
17.65,84.93,38.66,128.91,Treatment 3
19.6,81.44,38.64,123.59,Treatment 3
21.62,68.9,38.63,130.18,Treatment 3
22.17,65.91,38.63,125.8,Treatment 3
21.56,64.06,38.6,130.1,Treatment 3
20.28,65.33,38.6,130.37,Treatment 3
17.96,66.13,38.56,132.13,Treatment 3
15.77,74.72,38.6,131.63,Treatment 3
14.28,78.23,38.62,123.13,Treatment 3
13.59,79.34,38.6,130.39,Treatment 3
12.98,78.78,38.61,129.39,Treatment 3
12.45,79.44,38.58,138.47,Treatment 3
12.08,80.79,38.58,127.15,Treatment 3
11.56,80.28,38.55,127.98,Treatment 3
11.27,80.55,38.59,134.16,Treatment 3
10.79,80.59,38.59,124.92,Treatment 3
10.41,80.55,38.66,135.64,Treatment 3
9.96,79.73,38.64,127.73,Treatment 3
9.78,80.03,38.65,130.54,Treatment 3
9.36,78.95,38.61,126.95,Treatment 3
9.11,78.76,38.61,136.72,Treatment 3
9.65,79.44,38.64,131.09,Treatment 3
12.16,80.07,38.64,131.31,Treatment 3
15.51,81.12,38.68,129.54,Treatment 3
17.39,77.12,38.71,130.77,Treatment 3
18.88,75.15,38.63,136.13,Treatment 3
18.67,75.56,38.72,135.72,Treatment 3
19.56,74.39,38.64,137.9,Treatment 3
19.27,71.46,38.61,127.13,Treatment 3
17.86,71.46,38.58,126.39,Treatment 3
15.29,72.22,38.56,134.18,Treatment 3
14.01,73.36,38.57,127.77,Treatment 3
12.3,78.05,38.56,131.92,Treatment 3
11.84,81.15,38.59,138.47,Treatment 3
11.51,81.37,38.6,140.05,Treatment 3
10.63,80.76,38.61,129.42,Treatment 3
10.24,81.43,38.62,139.21,Treatment 3
10.19,81.99,38.6,133.05,Treatment 3
9.67,82.39,38.48,132.07,Treatment 3
9.32,81.67,38.52,131.38,Treatment 3
8.87,81.14,38.52,131.45,Treatment 3
8.4,80.39,38.51,135.55,Treatment 3
8.08,80.08,38.57,128.35,Treatment 3
7.92,79.69,38.62,136.38,Treatment 3
7.83,79.55,38.65,133.17,Treatment 3
8.7,80.65,38.67,133.61,Treatment 3
10.97,82.97,38.7,138.4,Treatment 3
13.46,82.87,38.63,136.95,Treatment 3
16.09,80.96,38.63,138.73,Treatment 3
17.65,79.95,38.63,137.38,Treatment 3
18.44,79.09,38.62,135.22,Treatment 3
19.07,78.19,38.66,134.43,Treatment 3
18.42,75.1,38.61,137.7,Treatment 3
17.27,76.14,38.58,138.44,Treatment 3
15.76,75.75,38.71,136.97,Treatment 3
12.91,78.63,38.56,135.07,Treatment 3
12.04,81.46,38.59,139.31,Treatment 3
11.48,81.51,38.56,134.55,Treatment 3
11.02,82.53,38.54,136.48,Treatment 3
10.78,82.65,38.55,137.65,Treatment 3
10.43,82.9,38.53,135.06,Treatment 3
10.07,82.63,38.56,138.52,Treatment 3
9.79,82.32,38.54,132.32,Treatment 3
9.42,81.68,38.66,130.27,Treatment 3
9.13,81.43,38.64,137.93,Treatment 3
8.66,80.72,38.68,136.07,Treatment 3
8.29,80.14,38.7,136.72,Treatment 3
7.7,79.4,38.72,136.29,Treatment 3
7.43,79.26,38.74,136.51,Treatment 3
8.3,81.07,38.74,135.8,Treatment 3
10.73,82.46,38.77,133.75,Treatment 3
12.71,84.42,38.85,130.21,Treatment 3
15.12,82.97,38.78,131.51,Treatment 3
16.72,76.29,38.81,129.64,Treatment 3
17.65,73.23,38.79,139.84,Treatment 3
17.91,71.06,38.74,135.3,Treatment 3
